Epoch,TrainLoss,ValidationLoss,ValidationAccuracy,TestLoss,TestAccuracy
0,0.690349531482767,0.590027674635251,0.844583333333333,0.560647413214048,0.840416666666667
1,0.537998326685694,0.532915791173776,0.851875,0.505001836975416,0.853416666666667
2,0.50475552212309,0.507432153522968,0.861458333333333,0.48212852482001,0.859583333333333
3,0.486018369484831,0.511192350586255,0.856875,0.484671135942141,0.8595
4,0.473016355412978,0.499289834698041,0.862291666666667,0.473279327074687,0.862916666666667
5,0.462394169800811,0.481742628018061,0.865208333333333,0.456680480480194,0.869416666666667
6,0.454914117488596,0.472267044782639,0.867708333333333,0.450924197355906,0.869416666666667
7,0.448028605061549,0.475481344759464,0.865625,0.456161390821139,0.868583333333333
8,0.442566556014397,0.469760475754738,0.871458333333333,0.450020742376645,0.869666666666667
9,0.437577905147164,0.465886511603991,0.87,0.448334731300672,0.87275
10,0.434344741602739,0.468971771101157,0.868541666666667,0.449121422966321,0.87125
11,0.429368154671457,0.465298295120398,0.870625,0.447107643286387,0.873416666666667
12,0.426806088410042,0.464765568772952,0.86875,0.446639631470044,0.873083333333333
13,0.424645049240854,0.456135645508766,0.871666666666667,0.441080196857452,0.8755
14,0.422729091302112,0.458600107928117,0.872708333333333,0.442831701993942,0.875166666666667
15,0.420525371741366,0.456876635551453,0.870416666666667,0.443065338611603,0.875
16,0.419424551681236,0.453514623741309,0.873541666666667,0.440288898269335,0.87575
17,0.418123480103634,0.454650937219461,0.869583333333333,0.440383850375811,0.877583333333333
18,0.41524836320568,0.455662432511648,0.874791666666667,0.441788727005323,0.87575
19,0.414695804781384,0.453094140688578,0.875,0.440441639224688,0.876833333333333
20,0.414649121419147,0.453191302220027,0.872083333333333,0.437949628988902,0.87775
21,0.414030422998799,0.456643948157628,0.874375,0.442842198093732,0.876833333333333
22,0.411832857109882,0.454403620560964,0.873958333333333,0.440067698637644,0.878583333333333
23,0.412512236943951,0.453027593195438,0.875208333333333,0.43927799530824,0.87725
24,0.410608439048131,0.449500984748205,0.876875,0.434641489346822,0.879666666666667
25,0.41129406772278,0.447293521960576,0.877916666666667,0.435461982011795,0.879666666666667
26,0.410507648388545,0.454410674671332,0.874791666666667,0.441214537541072,0.878416666666667
27,0.410022890435325,0.458696208397547,0.871041666666667,0.444448937455813,0.877
28,0.408995079652027,0.465670867264271,0.8675,0.451141531745593,0.875583333333333
29,0.408090326786041,0.461192685067654,0.870625,0.447169255693754,0.875916666666667
30,0.407489575346311,0.462172705431779,0.869583333333333,0.448210570812225,0.8765
31,0.407134718541746,0.463850376307964,0.869166666666667,0.449934027194977,0.875583333333333
32,0.406347865296735,0.460927268664042,0.871875,0.446228869199753,0.876666666666667
33,0.406459096758454,0.47390276302894,0.865,0.458309513807297,0.8735
34,0.405568950408035,0.462889268199603,0.867708333333333,0.449237563610077,0.876416666666667
