Epoch,TrainLoss,ValidationLoss,ValidationAccuracy,TestLoss,TestAccuracy
0,1.29386816179311,0.810405116081238,0.735625,0.810533640464147,0.729833333333333
1,0.705093305618675,0.657318077286084,0.789791666666667,0.66245100235939,0.78775
2,0.610622293397232,0.601403022011121,0.810625,0.607606614112854,0.80325
3,0.566816909037254,0.571490716735522,0.820208333333333,0.578435705582301,0.81475
4,0.54068047584207,0.552600030104319,0.825625,0.560094073534012,0.81925
5,0.522776207791434,0.538878688414892,0.830416666666667,0.547247497200966,0.824666666666667
6,0.509490136007468,0.5284220769008,0.83625,0.537370777686437,0.828666666666667
7,0.499159381124708,0.520188747743766,0.838541666666667,0.529759595632553,0.832
8,0.490819392303626,0.513534421126048,0.8425,0.523658490777016,0.833666666666667
9,0.483959827080921,0.507477909823259,0.846458333333333,0.518125134547551,0.8365
10,0.478007322627085,0.502634715934595,0.8475,0.513843926906586,0.83825
11,0.472863679715881,0.498464199105899,0.848333333333333,0.510093709071477,0.83825
12,0.46830213457346,0.494774288336436,0.849583333333333,0.506664617498716,0.83975
13,0.464240627023909,0.491399116814137,0.849791666666667,0.503489488244057,0.840416666666667
14,0.460574113638313,0.488328309257825,0.850833333333333,0.500627891898155,0.842083333333333
15,0.457226866185665,0.485499290128549,0.852291666666667,0.497943935076396,0.842166666666667
16,0.454183183665629,0.483165508806706,0.852916666666667,0.495749061067899,0.84275
17,0.451375698524493,0.480716799000899,0.852916666666667,0.493402181228002,0.843666666666667
18,0.448750950263606,0.479009678463141,0.85375,0.491822461644808,0.843583333333333
19,0.446257152557373,0.477199832201004,0.853541666666667,0.490133576154709,0.844166666666667
20,0.443913725945685,0.475127313137054,0.855,0.488208207209905,0.844583333333333
21,0.441712451499921,0.47322624206543,0.856041666666667,0.486345072865486,0.84525
22,0.4396256221003,0.471685926218828,0.856458333333333,0.484805236856143,0.845833333333333
23,0.437697474713679,0.470147661666075,0.85625,0.483329079111417,0.846083333333333
24,0.435819282620041,0.468833870788415,0.857291666666667,0.482105587601662,0.846416666666667
25,0.434008500443565,0.467413136065006,0.857708333333333,0.480674411535263,0.847
26,0.432293034758833,0.465833273331324,0.858541666666667,0.479104031642278,0.848
27,0.430692549535522,0.464544318020344,0.85875,0.477859881679217,0.84775
28,0.429124128161757,0.463543903529644,0.858958333333333,0.476855521003405,0.848416666666667
29,0.427622400831293,0.462533146838347,0.859791666666667,0.475872783581416,0.84875
30,0.426181223028236,0.461408549547195,0.85875,0.474621687412262,0.84875
31,0.424792202059869,0.46050416191419,0.859791666666667,0.473746426383654,0.849333333333333
32,0.423505346548778,0.459670174022516,0.86,0.472908780296644,0.849333333333333
33,0.42221268803985,0.45862985064586,0.86125,0.471738189379374,0.849916666666667
34,0.420977352636832,0.457680317064126,0.86125,0.470918151537577,0.850583333333333
35,0.419786416170774,0.456984678010146,0.861875,0.470156997402509,0.8505
36,0.418634375488317,0.456186856925487,0.862291666666667,0.4692783968846,0.85075
37,0.417517813874616,0.455539987981319,0.863125,0.46860822447141,0.85125
38,0.416461927769361,0.454800158441067,0.863333333333333,0.467885782957077,0.85225
39,0.415421845388633,0.454085523486137,0.863333333333333,0.467212088823318,0.85275
40,0.414407156573402,0.453362160225709,0.862916666666667,0.466458449920019,0.8525
41,0.413449080564358,0.452846513986588,0.863333333333333,0.465869307637215,0.852666666666667
42,0.41250286584651,0.452438224852085,0.863333333333333,0.465508172988892,0.85325
43,0.411650565343874,0.452050591309865,0.86375,0.465024908860525,0.853083333333333
44,0.410767414404286,0.451528602143129,0.863333333333333,0.464448273976644,0.85375
45,0.409902636762019,0.451151211460431,0.863958333333333,0.46398629784584,0.854333333333333
46,0.409066155806736,0.45086173693339,0.864166666666667,0.46357256480058,0.85425
47,0.408266999081329,0.450642844835917,0.863958333333333,0.463375808238983,0.854333333333333
48,0.407523163430117,0.450313349664211,0.864375,0.462988573988279,0.854333333333333
49,0.406775560439737,0.450194147229195,0.865,0.462805808742841,0.854666666666667
50,0.406044545642756,0.45016820281744,0.865833333333333,0.462695554971695,0.855083333333333
51,0.405361957704579,0.449771971901258,0.865416666666667,0.462256198326747,0.854583333333333
52,0.404648492645334,0.449407116572062,0.86625,0.461853175481161,0.855166666666667
53,0.403978364384837,0.449014452497164,0.865416666666667,0.461514016548793,0.854916666666667
54,0.403308428238939,0.448807905614376,0.865833333333333,0.46123579510053,0.85525
