Epoch,TrainLoss,ValidationLoss,ValidationAccuracy,TestLoss,TestAccuracy
0,1.167246200641,0.747688889503479,0.755,0.743456492265065,0.755166666666667
1,0.664028233002733,0.607068881392479,0.795833333333333,0.606433665990829,0.800416666666667
2,0.575503879520628,0.54903054545323,0.809583333333333,0.549669206976891,0.8185
3,0.531313087211715,0.516260997951031,0.820208333333333,0.517509259343147,0.827916666666667
4,0.503924457232157,0.495104027887185,0.825833333333333,0.496495230952899,0.834166666666667
5,0.484751477418122,0.479662150641282,0.83125,0.48116447420915,0.838
6,0.470259235711009,0.467918899357319,0.835833333333333,0.469716359098752,0.84025
7,0.458661840138612,0.458612029254437,0.8375,0.460526636441549,0.843833333333333
8,0.449002052987063,0.451052905321121,0.839166666666667,0.453064816157023,0.84425
9,0.440677451292674,0.444603984852632,0.840416666666667,0.446571639259656,0.846083333333333
10,0.433246828825385,0.438956652879715,0.843333333333333,0.440849296808243,0.848333333333333
11,0.426582812032214,0.434056087136269,0.845416666666667,0.435928027590116,0.851416666666667
12,0.420706315173043,0.429552785307169,0.848125,0.431745167692502,0.8525
13,0.415305676355406,0.42549532075723,0.849791666666667,0.427773748358091,0.854333333333333
14,0.41035155992817,0.421607695619265,0.851041666666667,0.424128955721855,0.856333333333333
15,0.405819834906746,0.418375966896613,0.852291666666667,0.421062709848086,0.857166666666667
16,0.401560270515857,0.415346899529298,0.851666666666667,0.418186055699984,0.8585
17,0.397568636023336,0.41259989057978,0.851666666666667,0.415467944463094,0.859583333333333
18,0.393802447628092,0.409848094234864,0.852708333333333,0.41294311863184,0.860083333333333
19,0.390220619092385,0.407253452241421,0.855416666666667,0.410458165784677,0.860833333333333
20,0.386813575697166,0.405065920899312,0.85625,0.408476697405179,0.861083333333333
21,0.383628358857499,0.403234460105499,0.856666666666667,0.406382525980473,0.861
22,0.380657002307751,0.401357026745876,0.856875,0.404554826299349,0.862083333333333
23,0.3777895941061,0.399732007284959,0.857083333333333,0.402809406797091,0.861333333333333
24,0.375100743577436,0.398298347642024,0.858541666666667,0.401178628881772,0.861916666666667
25,0.372561415036519,0.396723259439071,0.859583333333333,0.399718213578065,0.861666666666667
26,0.370133534079349,0.395440120647351,0.86,0.398287170191606,0.863083333333333
27,0.367847980967274,0.394319902807474,0.860625,0.39712894119819,0.863416666666667
28,0.365661616811046,0.393339950740337,0.860416666666667,0.396009372969468,0.863916666666667
29,0.363584161284897,0.392377992222706,0.860625,0.395081711788972,0.86375
30,0.361547772834698,0.391411293496688,0.861041666666667,0.394116419176261,0.863916666666667
31,0.359601386222574,0.390497607986132,0.861875,0.393228642344475,0.863666666666667
32,0.357728027767605,0.389866163780292,0.861875,0.392482720712821,0.864333333333333
33,0.355910986650873,0.389174005389214,0.862083333333333,0.391724394043287,0.864416666666667
34,0.354155340305081,0.388485300739606,0.862083333333333,0.39093213091294,0.86475
35,0.352476125028398,0.387899295488993,0.8625,0.390250789443652,0.865
36,0.350832652863529,0.387359706213077,0.8625,0.389585105657578,0.865083333333333
37,0.34925836459906,0.386739700039228,0.862916666666667,0.388998244980971,0.865166666666667
38,0.347759567896525,0.386151326050361,0.862916666666667,0.388213826298714,0.865416666666667
39,0.346269885102908,0.385600497871637,0.862083333333333,0.387633955776691,0.864416666666667
40,0.344808873087168,0.385036907792091,0.862291666666667,0.387010136286418,0.865
41,0.343367067912111,0.384590318600337,0.862708333333333,0.386426681439082,0.865833333333333
42,0.341961221220317,0.384256650606791,0.8625,0.385930836598078,0.865666666666667
43,0.340603269719415,0.384146194358667,0.862083333333333,0.385675262312094,0.865833333333333
44,0.339284074637625,0.383498161534468,0.861458333333333,0.384899535755316,0.866583333333333
45,0.337990196049213,0.383500244319439,0.861666666666667,0.384672427753607,0.86675
46,0.336750481239072,0.383394850343466,0.862708333333333,0.384404409428438,0.86675
47,0.33553583594384,0.382838298231363,0.863333333333333,0.383683289011319,0.86725
48,0.334335196559076,0.382519989311695,0.86375,0.383304122050603,0.867
49,0.333136034607887,0.382186440378428,0.863958333333333,0.382760551452637,0.867416666666667
50,0.331985127749266,0.381891902486483,0.864583333333333,0.382349674324195,0.867833333333333
51,0.330844192515921,0.381478381603956,0.865,0.38172991412878,0.867666666666667
52,0.329727417252682,0.381586826344331,0.865,0.381595209856828,0.867916666666667
53,0.328637665239749,0.381421850919724,0.864166666666667,0.38144388794899,0.867916666666667
54,0.327528095764142,0.38110240449508,0.864166666666667,0.381209194203218,0.868083333333333
55,0.326439646118217,0.380891458292802,0.864166666666667,0.38083049138387,0.86775
56,0.325365354661588,0.381141248891751,0.863958333333333,0.38083606727918,0.8675
57,0.324326013254899,0.380619596640269,0.864583333333333,0.380078405499458,0.86775
58,0.323305667202782,0.380528490195672,0.864583333333333,0.379869234700998,0.867583333333333
59,0.322285782060138,0.379943078656991,0.864375,0.379322904070218,0.86775
60,0.321280825772771,0.37974958439668,0.864791666666667,0.378981060842673,0.868083333333333
61,0.320265292188636,0.379607130785783,0.865416666666667,0.378519824345907,0.867916666666667
62,0.319294984627653,0.379415994733572,0.865416666666667,0.378124039769173,0.868666666666667
63,0.318339278234376,0.379268667350213,0.86625,0.377743149340153,0.868166666666667
64,0.317398790860618,0.379122108370066,0.86625,0.377389764686426,0.86825
65,0.316434360875024,0.379453755865494,0.866041666666667,0.377486769179503,0.86825
66,0.315519346826606,0.379199500381947,0.864791666666667,0.377158917387327,0.86875
67,0.31462709777885,0.379113723238309,0.864375,0.376845750053724,0.868583333333333
68,0.313750804728932,0.378894842217366,0.864375,0.376435919245084,0.8695
69,0.312870583567354,0.37873279556632,0.864791666666667,0.376217097679774,0.86925
70,0.312005798634556,0.378490044673284,0.865,0.375863570531209,0.869833333333333
71,0.311090662264162,0.37845452139775,0.865416666666667,0.375684547901154,0.869416666666667
72,0.310220519083518,0.378125634292761,0.865833333333333,0.375346519907316,0.86975
73,0.309394061145959,0.378008517225583,0.866875,0.375027975241343,0.8695
74,0.308551689805808,0.377817462186019,0.867291666666667,0.374824800272783,0.869333333333333
75,0.307719477851082,0.377489797671636,0.867083333333333,0.374448646962643,0.869666666666667
76,0.306918849222086,0.377552654395501,0.867083333333333,0.37442132037878,0.869333333333333
77,0.306092110414196,0.377363193631172,0.867708333333333,0.374138728102048,0.869333333333333
78,0.30532855026148,0.377193482418855,0.867916666666667,0.374005509873231,0.8695
79,0.304525364361427,0.377058818042278,0.868125,0.373821158548196,0.8695
80,0.303745673745871,0.377346134384473,0.868125,0.373947186112404,0.869583333333333
81,0.30297688510131,0.377048142254353,0.868125,0.373647118806839,0.869666666666667
82,0.302234563132127,0.377249126682679,0.868958333333333,0.373655821919441,0.870416666666667
83,0.301458835094063,0.377153507173061,0.868125,0.373493355035782,0.87075
84,0.300711029144349,0.376338370591402,0.868125,0.372914498090744,0.869916666666667
85,0.300000405239838,0.376564509967963,0.86875,0.373057760457198,0.87
86,0.299236775724976,0.3764618597428,0.869375,0.37296690406402,0.870166666666667
87,0.298509622006505,0.376209318439166,0.869166666666667,0.372680440664291,0.870666666666667
88,0.297795066927318,0.376116857330004,0.87,0.372643034597238,0.870416666666667
89,0.297104481919496,0.376432845344146,0.869583333333333,0.372813941717148,0.87025
90,0.296424427479506,0.376401244004567,0.869166666666667,0.372848830322425,0.870166666666667
91,0.295723957049626,0.376182342817386,0.869166666666667,0.372613658726215,0.869833333333333
92,0.295037394229461,0.376186351279418,0.869166666666667,0.372623060663541,0.86975
