Epoch,TrainLoss,ValidationLoss,ValidationAccuracy,TestLoss,TestAccuracy
0,0.700711581673887,0.539944241642952,0.824375,0.537307801326116,0.82975
1,0.515943098962307,0.505392594834169,0.838333333333333,0.499443088889122,0.8455
2,0.486950147615539,0.484772070149581,0.85125,0.477651252587636,0.852916666666667
3,0.472524302038882,0.47703109373649,0.852083333333333,0.468594662904739,0.858333333333333
4,0.463638013325356,0.46980552683274,0.854375,0.461872082829475,0.859333333333333
5,0.45707713406395,0.465585636397203,0.855,0.457937618613243,0.860916666666667
6,0.452397712932693,0.458652709424496,0.858125,0.450639600833257,0.86475
7,0.448380080792639,0.453885126809279,0.860625,0.447681692878405,0.8655
8,0.444745683394097,0.455030858417352,0.860833333333333,0.449875820795695,0.86475
9,0.442219623570089,0.452451622784138,0.861458333333333,0.448563248117765,0.865333333333333
10,0.439989090098275,0.451139562527339,0.861666666666667,0.448441594878833,0.865166666666667
11,0.437437152376881,0.450549776057402,0.859375,0.448318281730016,0.865416666666667
12,0.435774744384819,0.450016931692759,0.860208333333333,0.447302104552587,0.865583333333333
13,0.433725355664889,0.450324940383434,0.860208333333333,0.448898096124331,0.865083333333333
14,0.432290131295169,0.448157865901788,0.860833333333333,0.446250568707784,0.864416666666667
15,0.431092039964817,0.446414384841919,0.862708333333333,0.447428266644478,0.864416666666667
16,0.429707865096905,0.448949885169665,0.863541666666667,0.450812473336856,0.862666666666667
17,0.428414200091804,0.448774634798368,0.864375,0.45043497800827,0.862583333333333
18,0.427549806855343,0.447094493309657,0.866041666666667,0.451299334009488,0.863083333333333
19,0.426448782185713,0.445229116280874,0.866875,0.44924807659785,0.863083333333333
20,0.425374123045692,0.448531997899214,0.865625,0.451933288931847,0.862333333333333
21,0.424051252515228,0.446464778780937,0.866875,0.450027972300847,0.8625
22,0.423282595122302,0.446282523572445,0.868333333333333,0.450300109783808,0.863166666666667
23,0.422056637605031,0.446174400746822,0.866458333333333,0.450766730388006,0.862
24,0.421224197745323,0.447145844300588,0.866041666666667,0.450717567125956,0.86275
25,0.42091932049504,0.446799058218797,0.866666666666667,0.451648480455081,0.862666666666667
26,0.419800259824152,0.444915873408318,0.869583333333333,0.449946173032125,0.863083333333333
27,0.418196819236985,0.445444114506245,0.866875,0.448208808104197,0.8645
28,0.418165367852758,0.441700288156668,0.86875,0.446151474157969,0.864666666666667
29,0.416958509242093,0.441557722389698,0.866875,0.445877810160319,0.864416666666667
30,0.416166129443381,0.443353115121524,0.865416666666667,0.446923692703247,0.86475
31,0.415499431159761,0.442562813560168,0.867708333333333,0.446794176896413,0.865416666666667
32,0.415068867096195,0.443693081935247,0.865416666666667,0.448160253564517,0.86575
33,0.414347422829381,0.44311769793431,0.866666666666667,0.447809413830439,0.865166666666667
34,0.413553388858283,0.443521864116192,0.867708333333333,0.448229224085808,0.865166666666667
35,0.413543911013338,0.442956550021966,0.866875,0.448360670844714,0.865333333333333
36,0.413108728826046,0.441982598602772,0.86625,0.447173423091571,0.8645
37,0.412554845997581,0.438359263539314,0.868125,0.445494439522425,0.866666666666667
38,0.412010079865102,0.438846158484618,0.871458333333333,0.445980600237846,0.867333333333333
39,0.411332054016767,0.442436847289403,0.87,0.448439947287242,0.865666666666667
40,0.411325224351,0.440476022263368,0.868958333333333,0.446658935070038,0.866416666666667
41,0.410804820921686,0.441036198536555,0.869791666666667,0.446426318566004,0.867416666666667
42,0.410621722660683,0.439168207645416,0.871041666666667,0.445630483865738,0.866333333333333
43,0.410101368857755,0.439802614847819,0.870625,0.447562220056852,0.866166666666667
44,0.409692319620539,0.441386375725269,0.870833333333333,0.447518367449443,0.8665
45,0.409492735719239,0.440770325362682,0.87,0.446475506742795,0.867833333333333
46,0.409500227515344,0.441692386269569,0.869166666666667,0.448048596183459,0.86725
