Epoch,TrainLoss,ValidationLoss,ValidationAccuracy,TestLoss,TestAccuracy
0,0.627324674063259,0.462698603570461,0.835,0.47425134797891,0.832416666666667
1,0.447300389105523,0.426067392428716,0.846875,0.438855234165986,0.845083333333333
2,0.412412988430372,0.409851587613424,0.857291666666667,0.421997475425402,0.850916666666667
3,0.390838326411667,0.397446730335554,0.865416666666667,0.408469650725524,0.856666666666667
4,0.374323047162206,0.390827481597662,0.8675,0.401658510843913,0.86025
5,0.360437464010384,0.384050774474939,0.870208333333333,0.397563830018044,0.86275
6,0.348802093471642,0.387434141586224,0.863333333333333,0.399290573398272,0.862
7,0.339918522936878,0.385241591284672,0.867083333333333,0.398291317562262,0.86225
8,0.331272418087831,0.383221580038468,0.868333333333333,0.394256646196047,0.8645
9,0.324473359880072,0.384700583964586,0.868958333333333,0.395109472850958,0.863583333333333
10,0.318354739027995,0.384225382407506,0.867291666666667,0.392702957431475,0.86525
11,0.311775766669048,0.386940473020077,0.866458333333333,0.396400353809198,0.865333333333333
12,0.305750277058946,0.388249316861232,0.867083333333333,0.395244262417157,0.865333333333333
13,0.300558630490193,0.386190806776285,0.868541666666667,0.392691435813904,0.866
14,0.295822780681429,0.388556005507708,0.869791666666667,0.396102501809597,0.867083333333333
15,0.291815537321899,0.389732393970092,0.867708333333333,0.396910923182964,0.8665
16,0.287549973279238,0.389378506491582,0.870416666666667,0.397580382545789,0.866666666666667
17,0.283809214932499,0.394580292105675,0.868125,0.402951183656851,0.868
